Index,m/z,RT [min],Molecular Weight,Calibration RT [min]
1429,207.14182,0.941,206.13454,0.941
1430,207.1425,0.77,206.1352,0.77
1431,207.17421,13.605,206.16693,13.605
1432,207.17816,1.933,206.17088,1.933
1433,207.1859,20.99,206.1786,20.99
1434,207.92493,29.068,206.91765,29.068
1435,207.95055,28.996,206.94327,28.996
1436,207.95135,0.787,206.94408,0.787
1437,207.97246,0.791,206.96518,0.791
1438,207.98552,0.713,206.97824,0.713
1439,208.03917,28.999,207.03189,28.999
1440,208.06915,29.02,207.06188,29.02
1441,208.06918,28.983,207.06191,28.983
1442,208.06924,15.196,414.12394,15.196
1443,208.06927,29.017,414.124,29.017
1444,208.06931,15.201,207.06203,15.201
1445,208.09668,3.214,207.0894,3.214
1446,208.1005,1.143333333,207.0932,1.143333333
1447,208.11591,2.402,207.10863,2.402
1448,208.16933,18.312,207.16205,18.312
1449,208.16942,18.313,190.13559,18.313
1450,208.16943,18.554,190.13561,18.554
1451,208.16946,18.551,207.16219,18.551
1452,208.18069,3.115,207.17342,3.115
1453,208.19054,5.712,207.18326,5.712
1454,208.19054,6.034,207.18326,6.034
1455,208.93517,0.89,207.92789,0.89
1456,209.06943,15.187,416.1243,15.187
1457,209.06943,15.23,416.1243,15.23
1458,209.07338,1.559,208.0661,1.559
1459,209.0813,5.346666667,208.074,5.346666667
1460,209.0912,1.323333333,208.0839,1.323333333
1461,209.0919,1.315,208.0846,1.315
1462,209.09193,1.512,191.05811,1.512
1463,209.09203,1.512,208.08475,1.512
1464,209.096,12.40833333,208.0887,12.40833333
1465,209.09669,7.243,208.08942,7.243
1466,209.1145,1.062,208.10723,1.062
1467,209.11478,0.705,208.1075,0.705
1468,209.13826,3.035,208.13098,3.035
1469,209.20102,6.871,208.19374,6.871
1470,209.20102,7.848,208.19374,7.848
1471,209.23914,2.388,208.23186,2.388
1472,209.57112,15.181,417.12769,15.181
1473,209.68045,5.059,208.67317,5.059
1474,209.83888,2.368,208.83161,2.368
1475,209.94583,28.992,167.91201,28.992
1476,209.94588,28.995,208.9386,28.995
1477,209.99605,0.874,187.00683,0.874
1478,210.04996,1.6,209.04268,1.6
1479,210.09224,2.41,131.07103,2.41
1480,210.12814,2.383,209.12087,2.383
1481,210.12822,2.382,192.09439,2.382
1482,210.18417,2.386,209.1769,2.386
1483,210.41728,2.364,209.41001,2.364
1484,210.65196,2.955,209.64469,2.955
1485,211.0597,9.193333333,210.0524,9.193333333
1486,211.1075,1.453,210.10022,1.453
1487,211.1106,12.65833333,210.1033,12.65833333
1488,211.11148,12.891,210.1042,12.891
1489,211.1316,8.271666667,210.1243,8.271666667
1490,211.18031,3.141,210.17304,3.141
1491,211.18402,6.219,630.53023,6.219
1492,211.18408,6.22,210.17681,6.22
1493,211.65063,18.575,421.28672,18.575
1494,212.00795,29.027,211.00067,29.027
1495,212.0528,0.87,189.06357,0.87
1496,212.05283,1.031,189.0636,1.031
1497,212.0912,0.77,211.0839,0.77
1498,212.1274,0.761666667,211.1201,0.761666667
1499,212.1294,1.083333333,211.1221,1.083333333
1500,212.13261,2.396,211.12534,2.396
1501,212.14403,2.828,211.13675,2.828
1502,212.16997,3.297,211.16269,3.297
1503,212.83899,0.766,211.83171,0.766
1504,212.83902,0.886,211.83174,0.886
1505,213.07477,0.731,212.06749,0.731
1506,213.11191,7.801,212.10463,7.801
1507,213.117,1.482,212.10973,1.482
1508,213.12799,5.059,212.12071,5.059
1509,213.16449,3.042,212.15721,3.042
1510,213.19591,1.694,212.18863,1.694
1511,213.98264,29.007,212.97536,29.007
1512,213.98268,29.013,171.94886,29.013
1513,213.98268,29.063,212.9754,29.063
1514,214.00333,29.027,180.96984,29.027
1515,214.0034,29.032,212.99613,29.032
1516,214.00626,0.795,212.99898,0.795
1517,214.06831,1.164,191.07909,1.164
1518,214.0996,4.26,213.0923,4.26
1519,214.13977,0.623,213.13249,0.623
1520,214.13989,0.676,213.13262,0.676
1521,214.1437,7.415,213.1364,7.415
1522,214.18002,8.993,213.17275,8.993
1523,214.25259,12.607,213.24532,12.607
1524,214.25266,11.045,213.24538,11.045
1525,214.25266,11.5,213.24538,11.5
1526,215.01593,1.012,214.00865,1.012
1527,215.01599,0.839,214.00871,0.839
1528,215.0599,0.613333333,214.0526,0.613333333
1529,215.0599,0.613333333,192.0707,0.613333333
1530,215.0709,10.49833333,214.0636,10.49833333
1531,215.0815,1.55,214.07422,1.55
1532,215.08757,0.675,214.08029,0.675
1533,215.1018,5.433333333,214.0945,5.433333333
1534,215.1387,4.81,214.1314,4.81
1535,215.17526,4.219,214.16799,4.219
1536,215.17528,2.183,214.168,2.183
1537,215.2005,17.28,214.1932,17.28
1538,215.2009,15.76666667,214.1936,15.76666667
1539,215.9832,29.059,214.97592,29.059
1540,216.01921,28.996,215.01193,28.996
1541,216.1011,8.665,215.0938,8.665
1542,216.15932,7.013,215.15204,7.013
1543,216.15932,8.592,215.15204,8.592
1544,216.19576,8.368,215.18848,8.368
1545,216.92274,0.726,215.91547,0.726
1546,216.95047,0.661,215.94319,0.661
1547,217.0318,0.596666667,194.0426,0.596666667
1548,217.05,8.376666667,216.0427,8.376666667
1549,217.0596,2.955,216.0523,2.955
1550,217.0669,0.613333333,194.0777,0.613333333
1551,217.0999,14.71,216.0926,14.71
1552,217.1289,0.663333333,216.1216,0.663333333
1553,217.1432,10.825,216.1359,10.825
1554,217.15456,3.396,216.14728,3.396
1555,217.15462,1.491,216.14734,1.491
1556,217.65988,3.163,216.6526,3.163
1557,217.95381,29.067,175.91999,29.067
1558,217.95381,29.072,216.94654,29.072
1559,218.039,2.26,217.0317,2.26
1560,218.12077,7.001,217.1135,7.001
1561,218.13867,1.196,217.1314,1.196
1562,218.1393,0.77,217.132,0.77
1563,218.15701,17.423,217.14974,17.423
1564,218.18626,0.712,217.17899,0.712
1565,218.9836,0.661,217.97632,0.661
1566,219.02649,0.725,218.01921,0.725
1567,219.0266,0.8,218.01932,0.8
1568,219.0477,0.72,196.0585,0.72
1569,219.1121,4.03,218.1048,4.03
1570,219.11269,4.35,201.07886,4.35
1571,219.1137,2.976666667,218.1064,2.976666667
1572,219.13374,1.023,98.07226,1.023
1573,219.15611,18.157,218.14884,18.157
1574,219.15611,18.162,436.29767,18.162
1575,219.17032,3.416,218.16304,3.416
1576,219.1743,9.203,218.16702,9.203
1577,219.20436,13.028,218.19708,13.028
1578,219.21049,21.52,218.20322,21.52
1579,220.0005,1.598333333,218.9932,1.598333333
1580,220.00874,0.823,219.00147,0.823
1581,220.01909,0.838,177.98526,0.838
1582,220.01917,0.842,156.00339,0.842
1583,220.02989,0.722,219.02262,0.722
1584,220.03691,1.017,219.02963,1.017
1585,220.037,0.856,219.02973,0.856
1586,220.0489,4.24,219.0416,4.24
1587,220.11789,1.924,219.11061,1.924
1588,220.11789,3.722,219.11061,3.722
1589,220.11789,3.849,219.11061,3.849
1590,220.1183,1.62,219.111,1.62
1591,220.1452,1.716666667,219.1379,1.716666667
1592,220.17751,9.206,219.17023,9.206
1593,220.59637,15.188,439.1782,15.188
1594,220.59651,15.197,219.58924,15.197
1595,220.63699,18.577,219.62972,18.577
1596,220.93086,0.69,219.92359,0.69
1597,220.93445,0.681,219.92717,0.681
1598,221.01193,29.005,220.00466,29.005
1599,221.0892,0.78,220.0819,0.78
1600,221.0918,1.003333333,220.0845,1.003333333
1601,221.09198,1.242,220.0847,1.242
1602,221.0921,2.448,220.08483,2.448
1603,221.1112,4.786666667,220.1039,4.786666667
1604,221.12216,3.381,220.11489,3.381
1605,221.1571,1.792,220.14983,1.792
1606,221.15741,1.336,220.15013,1.336
1607,221.57707,2.809,220.5698,2.809
1608,221.93056,0.629,220.92328,0.629
1609,221.9881,0.794,220.98082,0.794
1610,222.00583,28.995,142.98462,28.995
1611,222.01624,28.997,221.00896,28.997
1612,222.02919,0.729,221.02191,0.729
1613,222.07942,3.365,221.07215,3.365
1614,222.135,1.923333333,221.1277,1.923333333
1615,222.86781,0.754,221.86054,0.754
1616,222.88853,0.734,221.88126,0.734
1617,223.07465,0.708,222.06737,0.708
1618,223.0764,9.803333333,222.0691,9.803333333
1619,223.09636,9.636,222.08908,9.636
1620,223.10757,1.924,222.1003,1.924
1621,223.10757,2.58,222.1003,2.58
1622,223.1087,2.458333333,222.1014,2.458333333
1623,223.11162,12.387,222.10434,12.387
1624,223.15381,3.936,222.14653,3.936
1625,223.98822,29.028,222.98094,29.028
1626,223.98878,0.638,181.95496,0.638
1627,224.01157,29,223.00429,29
1628,224.037,0.7,223.0297,0.7
1629,224.0515,0.675,223.04422,0.675
1630,224.0903,2.563333333,223.083,2.563333333
1631,224.106,9.525,223.0987,9.525
1632,224.12791,28.995,223.12064,28.995
1633,224.1291,8.148333333,223.1218,8.148333333
1634,224.14398,4.304,223.13671,4.304
1635,224.14415,4.315,206.11032,4.315
1636,225.01193,28.997,224.00466,28.997
1637,225.01823,6.994,224.01096,6.994
1638,225.0542,11.04,224.0469,11.04
1639,225.0739,4.505,224.0666,4.505
1640,225.0873,0.921666667,224.08,0.921666667
1641,225.0875,13.12833333,224.0802,13.12833333
1642,225.0905,11.57,224.0832,11.57
1643,225.0987,2.705,224.0914,2.705
1644,225.1135,5.258333333,224.1062,5.258333333
1645,225.14746,10.35,224.14018,10.35
1646,225.1494,10.825,224.1421,10.825
1647,225.15965,3.953,224.15238,3.953
1648,225.19598,10.341,224.18871,10.341
1649,225.19604,2.978,224.18877,2.978
1650,225.21098,0.809,224.20371,0.809
1651,226.01187,23.359,225.00459,23.359
1652,226.01187,23.767,225.00459,23.767
1653,226.01195,28.988,225.00467,28.988
1654,226.04486,0.854,225.03758,0.854
1655,226.04488,1.033,225.0376,1.033
1656,226.09219,0.655,225.08492,0.655
1657,226.1085,4.75,225.1012,4.75
1658,226.1232,1.226,225.11592,1.226
1659,226.12329,2.376,225.11601,2.376
1660,226.12332,1.065,225.11604,1.065
1661,226.12332,2.376,162.10755,2.376
1662,226.1301,13.415,225.1228,13.415
1663,226.1442,1.593333333,225.1369,1.593333333
1664,226.14558,17.422,225.13831,17.422
1665,226.17995,18.313,208.14612,18.313
1666,226.17995,18.553,208.14612,18.553
1667,226.18002,18.551,225.17275,18.551
1668,226.18008,18.316,225.17281,18.316
1669,226.95131,28.927,225.94403,28.927
1670,226.95149,0.708,225.94422,0.708
1671,227.06364,0.842,204.07442,0.842
1672,227.0664,1.5,226.0591,1.5
1673,227.07893,2.473,226.07166,2.473
1674,227.1129,0.65,226.1056,0.65
1675,227.12752,11.837,226.12024,11.837
1676,227.13264,3.261,226.12537,3.261
1677,227.14223,18.157,226.13495,18.157
1678,227.17523,3.246,226.16796,3.246
1679,227.2003,15.35833333,226.193,15.35833333
1680,227.21167,2.842,226.20439,2.842
1681,227.94443,0.791,226.93715,0.791
1682,227.98267,29.033,226.97539,29.033
1683,228.01891,29.029,227.01163,29.029
1684,228.02666,1.029,227.01938,1.029
1685,228.03706,0.726,227.02979,0.726
1686,228.0977,0.728333333,227.0904,0.728333333
1687,228.0977,0.76,227.0904,0.76
1688,228.09773,0.814,227.09046,0.814
1689,228.1151,4.995,227.1078,4.995
1690,228.14256,18.159,454.27057,18.159
1691,228.16496,4.592,227.15769,4.592
1692,228.17064,1.063,227.16336,1.063
1693,228.19568,18.315,227.1884,18.315
1694,228.19568,18.553,227.1884,18.553
1695,228.1958,10.145,227.18852,10.145
1696,228.2321,15.183,227.22482,15.183
1697,228.2324,14.945,227.2251,14.945
1698,228.81291,0.765,227.80564,0.765
1699,229.081,0.778333333,228.0737,0.778333333
1700,229.0855,6.01,228.0782,6.01
1701,229.09883,0.615,228.09155,0.615
1702,229.09885,0.609,684.27471,0.609
1703,229.10765,1.023,228.10037,1.023
1704,229.12306,1.803,228.11579,1.803
1705,229.14037,18.159,456.26618,18.159
1706,229.1544,2.941666667,228.1471,2.941666667
1707,229.15454,2.592,228.14726,2.592
1708,229.15456,1.017,228.14728,1.017
1709,229.15468,0.844,187.12085,0.844
1710,229.15468,1.006,187.12085,1.006
1711,229.1549,2.716666667,228.1476,2.716666667
1712,229.2162,17.92,228.2089,17.92
1713,229.58275,15.193,457.15094,15.193
1714,229.58281,15.193,228.57553,15.193
1715,229.96761,0.714,187.93378,0.714
1716,230.02481,2.936,229.01753,2.936
1717,230.17499,8.115,229.16771,8.115
1718,230.1862,1.003,229.17893,1.003
1719,230.24767,10.974,229.24039,10.974
1720,230.24768,11.676,229.2404,11.676
1721,230.81009,0.773,229.80281,0.773
1722,230.99004,0.837,229.98276,0.837
1723,231.0246,0.73,230.0173,0.73
1724,231.1011,9.893333333,230.0938,9.893333333
1725,231.11267,2.453,230.10539,2.453
1726,231.1576,9.468333333,230.1503,9.468333333
1727,231.17033,2.838,230.16306,2.838
1728,231.17033,3.175,230.16306,3.175
1729,231.97064,0.634,230.96337,0.634
1730,231.97221,1.055,230.96494,1.055
1731,231.97224,0.87,208.98302,0.87
1732,231.97238,1.041,208.98316,1.041
1733,232.07919,5.03,462.14383,5.03
1734,232.11037,2.362,231.10309,2.362
1735,232.13649,8.312,231.12921,8.312
1736,232.15424,2.156,231.14696,2.156
1737,232.15425,2.269,231.14697,2.269
1738,232.1725,18.904,231.16522,18.904
1739,232.89647,24.47,231.88919,24.47
1740,232.89671,0.726,231.88944,0.726
1741,232.9175,0.719,209.92827,0.719
1742,233.05882,0.992,232.05155,0.992
1743,233.05894,0.836,250.06223,0.836
1744,233.0922,7.463333333,232.0849,7.463333333
1745,233.11295,1.031,232.10567,1.031
1746,233.1285,5.681666667,232.1212,5.681666667
1747,233.1493,1.956666667,232.142,1.956666667
1748,233.14952,1.085,232.14224,1.085
1749,233.14955,1.93,232.14227,1.93
1750,233.17177,19.619,232.16449,19.619
1751,233.18593,4.644,232.17865,4.644
1752,233.21997,13.028,232.21269,13.028
1753,233.63345,17.422,232.62618,17.422
1754,233.9821,1.029,232.97482,1.029
1755,234.02435,1.111,233.01708,1.111
1756,234.03481,1.037,233.02753,1.037
1757,234.0438,1.915,233.0365,1.915
1758,234.1319,17.426,233.12462,17.426
1759,234.13344,5.234,233.12616,5.234
1760,234.1614,2.698333333,233.1541,2.698333333
1761,235.13208,17.425,468.24961,17.425
1762,235.16924,14.084,234.16196,14.084
1763,235.92043,0.788,234.91315,0.788
1764,235.96741,0.796,234.96013,0.796
1765,235.99295,0.838,193.95912,0.838
1766,236.11272,5.937,235.10544,5.937
1767,236.14406,2.39,235.13678,2.39
1768,236.16754,28.998,235.16026,28.998
1769,236.90677,28.99,235.89949,28.99
1770,236.99231,0.732,235.98503,0.732
1771,236.9946,3.058333333,236.9946,3.058333333
1772,236.99792,0.839,235.99065,0.839
1773,237.06952,0.679,236.06224,0.679
1774,237.08659,2.463,236.07932,2.463
1775,237.08691,1.507,236.07964,1.507
1776,237.12323,3.303,236.11595,3.303
1777,237.12325,2.697,236.11597,2.697
1778,237.12338,2.986,236.11611,2.986
1779,237.12671,2.947,236.11943,2.947
1780,237.2219,15.48666667,236.2146,15.48666667
1781,237.66055,20.069,473.30655,20.069
1782,237.9619,0.787,236.95462,0.787
1783,238.04497,0.724,237.03769,0.724
1784,238.0928,0.95,237.0855,0.95
1785,238.0935,1.315,237.0862,1.315
1786,238.0993,5.215,237.092,5.215
1787,238.10735,5.476,237.10007,5.476
1788,238.1077,6.646666667,237.1004,6.646666667
1789,238.15974,3.083,237.15247,3.083
1790,238.21631,12.119,237.20903,12.119
1791,238.84175,0.743,237.83447,0.743
1792,238.86244,0.737,237.85517,0.737
1793,238.86246,0.737,199.8993,0.737
1794,238.90721,28.994,237.89993,28.994
1795,239.071,10.585,238.0637,10.585
1796,239.08873,5.229,238.08145,5.229
1797,239.08891,0.701,238.08164,0.701
1798,239.0901,7.261666667,238.0828,7.261666667
1799,239.0925,6.866666667,238.0852,6.866666667
1800,239.1011,1.025,238.0938,1.025
1801,239.1053,13.64166667,238.098,13.64166667
1802,239.12755,13.079,238.12027,13.079
1803,239.13881,4.164,238.13153,4.164
1804,239.1489,2.844,238.14162,2.844
1805,239.16176,0.705,238.15448,0.705
1806,239.17509,1.709,238.16782,1.709
1807,239.21152,2.764,197.17769,2.764
1808,239.21165,2.766,238.20438,2.766
1809,239.21165,3.185,238.20438,3.185
1810,239.22469,0.978,238.21741,0.978
1811,239.23674,17.422,238.22946,17.422
1812,239.96655,0.66,238.95928,0.66
1813,240.0822,2.866666667,239.0749,2.866666667
1814,240.151,6.598333333,239.1437,6.598333333
1815,240.1604,2.588333333,239.1531,2.588333333
1816,240.1611,1.898333333,239.1538,1.898333333
1817,240.1611,1.898333333,239.1538,1.898333333
1818,240.1613,18.903,478.30805,18.903
1819,240.18045,1.949,239.17317,1.949
1820,240.81465,0.79,239.80737,0.79
1821,240.83879,0.763,239.83151,0.763
1822,240.92485,0.878,119.95879,0.878
1823,241.00174,29.092,239.99446,29.092
1824,241.0305,0.758333333,240.0232,0.758333333
1825,241.0483,8.8,240.041,8.8
1826,241.06799,5.939,240.06072,5.939
1827,241.0681,0.702,177.05233,0.702
1828,241.06815,0.698,240.06087,0.698
1829,241.10919,4.885,240.10192,4.885
1830,241.15027,18.572,480.28598,18.572
1831,241.15445,1.023,240.14717,1.023
1832,241.15782,19.622,480.30109,19.622
1833,241.15782,19.623,240.15055,19.623
1834,241.17305,12.142,240.16577,12.142
1835,241.21597,12.993,240.2087,12.993
1836,241.22159,0.981,240.21431,0.981
1837,241.99945,0.639,240.99217,0.639
1838,241.99959,0.659,199.96576,0.659
1839,242.01877,0.854,111.99247,0.854
1840,242.06018,3.3,241.0529,3.3
1841,242.06027,3.653,241.053,3.653
1842,242.06326,0.903,112.01472,0.903
1843,242.06328,0.905,219.07406,0.905
1844,242.06332,1.095,219.0741,1.095
1845,242.07149,1.043,241.06421,1.043
1846,242.09981,1.92,241.09253,1.92
1847,242.1024,5.206666667,241.0951,5.206666667
1848,242.11801,2.395,209.08452,2.395
1849,242.11806,2.412,241.11078,2.412
1850,242.11826,1.479,241.11098,1.479
1851,242.1189,13.01833333,241.1116,13.01833333
1852,242.15373,5.439,241.14646,5.439
1853,242.17482,7.695,241.16754,7.695
1854,242.18636,1.048,241.17908,1.048
1855,242.21129,11.218,241.20401,11.218
1856,242.284,14.024,241.27672,14.024
1857,242.81267,0.795,241.80539,0.795
1858,242.92531,28.948,241.91803,28.948
1859,242.92558,0.701,241.91831,0.701
1860,243.01881,3.662,242.01154,3.662
1861,243.01883,3.309,242.01155,3.309
1862,243.0529,2.471,242.04563,2.471
1863,243.08757,5.786,242.08029,5.786
1864,243.0974,7.945,242.0901,7.945
1865,243.13387,4.406,242.12659,4.406
1866,243.13388,2.286,242.1266,2.286
1867,243.13391,4.111,242.12663,4.111
1868,243.15588,19.617,484.29721,19.617
1869,243.1624,0.761666667,242.1551,0.761666667
1870,243.20665,7.601,242.19937,7.601
1871,243.21062,21.518,242.20334,21.518
1872,243.2286,18.89,242.2213,18.89
1873,243.2332,17.36,242.2259,17.36
1874,243.64967,1.951,242.6424,1.951
1875,243.9187,0.788,242.91142,0.788
1876,244.00076,0.657,242.99349,0.657
1877,244.00374,0.653,242.99646,0.653
1878,244.0923,0.716666667,243.085,0.716666667
1879,244.0927,0.713333333,243.0854,0.713333333
1880,244.15436,3.143,243.14708,3.143
1881,244.19067,18.314,243.1834,18.314
1882,244.19067,18.553,243.1834,18.553
1883,244.19087,9.148,243.1836,9.148
1884,244.23825,2.914,243.23097,2.914
1885,244.26337,11.342,243.25609,11.342
1886,244.2634,11.494,243.25612,11.494
1887,244.87059,0.728,243.86331,0.728
1888,244.94666,0.631,243.93938,0.631
1889,244.95714,28.134,243.94986,28.134
1890,244.95715,27.962,243.94988,27.962
1891,244.99756,0.637,243.99028,0.637
1892,245.05675,0.714,244.04947,0.714
1893,245.0761,0.746666667,244.0688,0.746666667
1894,245.0769,0.925,244.0696,0.925
1895,245.11336,0.839,166.09215,0.839
1896,245.18593,3.622,244.17865,3.622
1897,245.18596,4.436,244.17868,4.436
1898,245.18597,3.972,244.1787,3.972
1899,245.18597,4.098,244.1787,4.098
1900,245.22237,7.738,244.21509,7.738
1901,245.2332,0.58,244.2259,0.58
1902,245.90472,24.416,244.89745,24.416
1903,245.94916,0.728,244.94188,0.728
1904,245.95595,29.018,244.94867,29.018
1905,246.1337,1.014,102.04994,1.014
1906,246.15222,9.491,245.14495,9.491
1907,246.16997,3.548,245.16269,3.548
1908,246.16998,3.67,245.16271,3.67
1909,246.18134,3.34,245.17406,3.34
1910,246.65021,11.258,491.28586,11.258
1911,246.65027,11.272,245.64299,11.272
1912,247.10335,1.797,246.09607,1.797
1913,247.1051,5.526666667,246.0978,5.526666667
1914,247.1051,5.526666667,246.0978,5.526666667
1915,247.12877,1.534,246.12149,1.534
1916,247.12886,2.486,246.12158,2.486
1917,247.1393,0.698333333,246.132,0.698333333
1918,247.14403,3.077,246.13675,3.077
1919,247.1692,13.032,246.16193,13.032
1920,247.20171,5.85,246.19443,5.85
1921,247.20862,0.796,246.20134,0.796
1922,247.20947,9.44,246.2022,9.44
1923,247.23582,13.033,246.22855,13.033
1924,247.64925,18.906,246.64197,18.906
1925,247.94333,29.022,246.93605,29.022
1926,247.94632,0.875,246.93904,0.875
1927,248.0315,0.876666667,247.0242,0.876666667
1928,248.0719,3.523333333,247.0646,3.523333333
1929,248.0719,3.523333333,247.0646,3.523333333
1930,248.08432,2.377,247.07704,2.377
1931,248.14771,18.9,247.14043,18.9
1932,248.14915,1.011,247.14188,1.011
1933,248.65587,18.158,495.29718,18.158
1934,248.87062,0.726,247.86334,0.726
1935,248.9568,28.986,247.94953,28.986
1936,249.069,4.821666667,248.0617,4.821666667
1937,249.10117,1.797,248.09389,1.797
1938,249.12651,1.777,248.11923,1.777
1939,249.12669,2.174,248.11942,2.174
1940,249.14778,18.901,496.28101,18.901
1941,249.18074,5.175,248.17346,5.175
1942,249.18077,5.072,248.17349,5.072
1943,249.18478,19.887,248.17751,19.887
1944,249.18488,14.181,248.1776,14.181
1945,249.18864,3.839,248.18137,3.839
1946,249.20673,7.673,744.59835,7.673
1947,249.20673,7.68,248.19945,7.68
1948,249.93605,0.788,248.92877,0.788
1949,249.99837,1.105,248.99109,1.105
1950,250.08292,5.709,249.07564,5.709
1951,250.09335,1.311,249.08608,1.311
1952,250.1202,5.881666667,249.1129,5.881666667
1953,250.17755,10.129,249.17027,10.129
1954,250.17761,18.326,249.17034,18.326
1955,250.1803,7.095,249.173,7.095
1956,250.92,0.89,249.91272,0.89
1957,251.0528,10.94,250.0455,10.94
1958,251.0692,0.77,250.0619,0.77
1959,251.06952,0.998,250.06224,0.998
1960,251.0808,5.69,500.14704,5.69
1961,251.14288,12.239,250.13561,12.239
1962,251.16011,0.642,250.15283,0.642
1963,251.16403,12.524,250.15676,12.524
1964,251.2,15.29,250.1927,15.29
1965,251.202,14.14666667,250.1947,14.14666667
1966,251.23387,0.796,250.22659,0.796
1967,251.58484,5.688,501.15512,5.688
1968,252.1099,0.761666667,251.1026,0.761666667
1969,252.13901,3.762,251.13173,3.762
1970,252.17543,3.84,251.16815,3.84
1971,252.88687,0.732,251.87959,0.732
1972,253.0927,0.951666667,252.0854,0.951666667
1973,253.0939,1.115,252.0866,1.115
1974,253.11819,1.541,252.11092,1.541
1975,253.15938,7.532,252.1521,7.532
1976,253.16452,3.675,252.15724,3.675
1977,253.17975,12.878,252.17247,12.878
1978,253.19095,3.167,252.18367,3.167
1979,253.22734,3.663,252.22006,3.663
1980,253.97774,0.798,252.97046,0.798
1981,254.0603,5.501666667,253.053,5.501666667
1982,254.10214,4.197,253.09487,4.197
1983,254.10222,3.213,253.09494,3.213
1984,254.14728,20.731,506.28,20.731
1985,254.14749,20.731,253.14021,20.731
1986,254.19614,3.038,253.18886,3.038
1987,254.23412,0.796,253.22684,0.796
1988,254.82368,1.068,253.81641,1.068
1989,254.82384,0.775,253.81656,0.775
1990,254.83658,0.733,253.8293,0.733
1991,254.98659,0.64,253.97931,0.64
1992,255.05862,0.837,232.0694,0.837
1993,255.0611,9.84,254.0538,9.84
1994,255.0638,6.505,254.0565,6.505
1995,255.1033,9.935,254.096,9.935
1996,255.15634,11.098,232.16712,11.098
1997,255.15646,11.094,254.14919,11.094
1998,255.15894,10.625,254.15166,10.625
1999,255.20659,1.408,254.19931,1.408
2000,255.20659,1.795,254.19931,1.795
2001,255.20659,2.58,254.19931,2.58
2002,255.231,17.03,254.2237,17.03
2003,255.63908,5.706,509.26361,5.706
2004,255.64545,17.424,509.27634,17.424
2005,255.93872,0.625,254.93144,0.625
2006,255.97804,0.722,254.97077,0.722
2007,256.0885,5.581666667,255.0812,5.581666667
2008,256.0885,5.581666667,255.0812,5.581666667
2009,256.0961,1.8,255.0888,1.8
2010,256.1912,10.06833333,255.1839,10.06833333
2011,256.22687,12.203,255.21959,12.203
2012,256.2619,16.88,255.2546,16.88
2013,256.26334,16.876,255.25606,16.876
2014,256.26334,18.978,255.25606,18.978
2015,256.29974,14.286,255.29247,14.286
2016,256.82056,1.076,255.81328,1.076
2017,257.0815,8.7,256.0742,8.7
2018,257.17441,10.021,256.16713,10.021
2019,257.18588,4.33,256.17861,4.33
2020,257.22205,8.594,256.21477,8.594
2021,257.22226,1.472,256.21498,1.472
2022,257.22623,21.513,256.21895,21.513
2023,257.2469,18.32,256.2396,18.32
2024,257.40948,1.776,256.40221,1.776
2025,258.07391,1.916,257.06664,1.916
2026,258.11008,0.8,257.1028,0.8
2027,258.11017,0.837,257.10289,0.837
2028,258.1148,9.491666667,257.1075,9.491666667
2029,258.18607,5.057,257.17879,5.057
2030,258.20642,10.125,257.19914,10.125
2031,258.25061,14.072,257.24333,14.072
2032,258.66275,3.148,515.31095,3.148
2033,258.66287,3.152,257.6556,3.152
2034,258.86539,0.797,257.85811,0.797
2035,258.89954,0.706,257.89226,0.706
2036,258.93341,0.821,235.94419,0.821
2037,259.06412,0.697,258.05684,0.697
2038,259.0924,1.045,258.0851,1.045
2039,259.094,1.131666667,258.0867,1.131666667
2040,259.16528,3.378,258.15801,3.378
2041,259.19052,13.488,258.18324,13.488
2042,259.19052,14.906,258.18324,14.906
2043,259.23813,8.992,258.23085,8.992
2044,259.23871,5.749,516.46286,5.749
2045,260.0517,0.698333333,259.0444,0.698333333
2046,260.1308,14.089,259.12352,14.089
2047,260.16788,10.57,259.1606,10.57
2048,260.16791,9.525,259.16063,9.525
2049,260.18582,5.266,259.17854,5.266
2050,260.20087,14.225,259.19359,14.225
2051,260.84457,0.728,259.8373,0.728
2052,260.86258,0.793,259.8553,0.793
2053,261.01135,0.801,260.00408,0.801
2054,261.0354,0.81,260.0281,0.81
2055,261.0354,0.81,260.0281,0.81
2056,261.1341,3.806666667,260.1268,3.806666667
2057,261.14438,1.975,260.1371,1.975
2058,261.14459,2.287,260.13732,2.287
2059,261.14468,2.836,228.11119,2.836
2060,261.14474,3.06,260.13747,3.06
2061,261.1457,2.906666667,260.1384,2.906666667
2062,261.14859,20.759,260.14131,20.759
2063,261.16449,5.045,260.15721,5.045
2064,261.21729,7.013,260.21001,7.013
2065,261.25366,8.369,260.24639,8.369
2066,261.66367,18.566,521.31278,18.566
2067,261.95831,5.276,260.95104,5.276
2068,262.0481,0.741666667,261.0408,0.741666667
2069,262.0639,13.38666667,261.0566,13.38666667
2070,262.0733,5.97,261.066,5.97
2071,262.0836,7.945,261.0763,7.945
2072,262.12848,1.005,261.1212,1.005
2073,262.14359,11.534,261.13631,11.534
2074,262.14377,14.97,261.13649,14.97
2075,262.1553,1.465,261.148,1.465
2076,262.16486,1.229,261.15758,1.229
2077,262.16489,5.224,261.15761,5.224
2078,262.67151,19.621,523.32846,19.621
2079,262.90707,0.72,261.8998,0.72
